amount,hour_of_day,sender_txn_count,receiver_txn_count,is_fraud
9211.95328200000,7,191,94,0
3633.1807050000002,14,66,115,0
3022.944738000000,8,97,148,0
2969.878569000000,19,59,17,0
8008.62935600000,8,181,121,0
162927.84606499999,6,6,0,1
40785.62031900000,16,21,63,0
997.171463000000,16,175,62,0
3789.1700500000002,9,26,91,0
2497.5485589999998,8,14,3,0
757.4453590000001,6,51,48,0
1956.654793000000,14,163,121,0
3206.723721000000,18,93,110,0
8413.155231999999,10,126,53,0
2405.2557360000001,6,57,111,0
10783.536427999999,7,107,64,0
2208.011636000000,14,192,101,0
14658.886941000001,13,74,76,0
5836.835172000000,22,37,95,0
15572.019645000000,18,181,94,0
113814.76224000000,9,5,0,1
2745.910456000000,13,56,80,0
22973.991176000000,13,70,30,0
63325.28074900000,2,3,4,1
14810.820538000000,17,172,95,0
8003.646377000000,8,126,21,0
45854.91701100000,6,3,4,1
10685.416295000001,17,46,108,0
38983.3071990000,3,2,4,1
13620.720877000000,12,103,82,0
3369.769179000000,17,151,46,0
12834.148482000001,21,161,94,0
6092.021634000000,16,83,63,0
1339.1114780000000,9,190,145,0
12303.204188000000,8,170,116,0
2723.080382000000,12,146,95,0
7181.717436000000,9,53,47,0
669.2509600000000,12,156,39,0
7180.315268000000,15,191,101,0
32990.74675700000,19,44,8,0
2654.2674520000000,20,94,95,0
3883.1972900000001,19,166,69,0
8955.811137999999,14,55,104,0
1862.7056660000001,8,149,67,0
10077.562411999999,10,98,116,0
7676.175249000000,9,177,108,0
8123.464073000000,8,63,99,0
1053.5448600000000,20,29,103,0
8375.2649560000,18,29,128,0
1188.3636770000001,9,52,112,0
2044.4497309999999,7,193,41,0
7448.487768000000,15,187,131,0
3415.161011000000,11,62,5,0
1045.1401699999999,19,28,40,0
2882.3483040000001,18,44,18,0
1895.324195000000,12,177,64,0
3046.03060400000,20,27,111,0
6166.822668000000,6,48,149,0
494.7198280000000,13,16,120,0
1206.5733540000001,16,119,3,0
49520.19022500000,19,74,45,0
16980.617698999999,20,48,60,0
2289.3172410000002,9,78,149,0
11766.222963000000,11,69,122,0
136327.52569700000,12,5,2,1
4668.403843000000,19,60,107,0
1017.6826410000000,19,87,111,0
3802.0217370000000,11,115,39,0
1463.347808000000,15,94,46,0
18600.85530600000,8,178,133,0
1934.9610829999999,12,65,93,0
25311.11095600000,11,180,62,0
229774.40199799999,5,5,4,1
11054.457472000000,9,35,65,0
4197.400386000000,8,14,83,0
1100.337257000000,13,174,121,0
947.57704200000,4,5,113,0
2687.880973000000,17,6,130,0
1665.2104030000000,8,59,107,0
2542.8689310000000,14,73,45,0
44232.75305000000,1,5,2,1
2767.5974600000000,12,80,149,0
36352.720240000002,22,0,0,1
16284.44248600000,13,86,52,0
1291.840476000000,14,62,44,0
1742.7579760000001,20,20,19,0
12731.198386000000,13,82,63,0
5837.831711000000,14,17,31,0
18633.128563999999,7,106,111,0
4049.154773000000,13,168,36,0
1130.8415299999999,16,20,105,0
4558.881135000000,14,92,40,0
4794.99205900000,10,106,57,0
8815.003419999999,9,186,111,0
6115.387610000000,17,111,41,0
4098.281464000000,17,135,81,0
4283.503948000000,20,47,17,0
20102.720324999998,11,108,101,0
3618.8885080000000,12,118,52,0
15158.032187000001,19,56,88,0
17042.640584000001,8,26,145,0
3448.459163000000,17,43,109,0
14249.765533000000,13,47,137,0
1114.040210000000,9,50,31,0
5176.17171800000,14,133,126,0
359888.8980270000,3,5,0,1
3356.978873000000,15,82,143,0
107878.09942200000,1,4,3,1
436.6566280000000,15,91,114,0
225863.11884200000,4,3,4,1
5652.731815000000,15,182,97,0
4882.927870000000,7,33,130,0
1240.678327000000,13,195,143,0
3405.909408000000,14,29,39,0
4752.550511000000,8,153,134,0
11594.474190000001,19,44,89,0
1985.3402719999999,8,89,71,0
24173.210492999999,13,191,7,0
10304.774466999999,7,91,86,0
33179.265985999999,7,149,108,0
6113.406993000000,9,97,80,0
64647.167701999999,2,6,3,1
764.1534210000000,12,157,116,0
2640.4141620000000,13,138,123,0
212202.91463600000,7,17,146,0
8591.423422000000,21,190,83,0
2340.041110000000,15,156,144,0
4701.658399000000,14,117,53,0
6592.231550000000,22,116,4,0
880.768175000000,22,149,113,0
3390.6638039999998,15,75,55,0
1519.8582790000000,11,12,15,0
80341.15965000000,14,22,111,0
9076.631739000000,14,184,90,0
1252.4112769999999,12,82,45,0
18592.842844999999,9,61,89,0
4933.665938000000,9,176,70,0
11287.453357000000,17,60,100,0
1126.346039000000,17,116,132,0
4348.022093000000,14,38,20,0
8910.32526300000,19,42,94,0
15351.954519999999,19,117,13,0
52994.83753100000,20,3,2,1
3700.2480609999998,10,25,114,0
371.11195400000003,7,182,43,0
1808.466746000000,7,81,137,0
4267.567353000000,10,46,123,0
3985.910532000000,11,96,3,0
3221.1000190000000,14,187,79,0
988.784525000000,19,175,127,0
3218.959391000000,10,10,127,0
4346.103567000000,8,33,20,0
3275.3366599999999,20,63,134,0
4952.549875000000,19,139,58,0
10934.217807000001,21,118,92,0
4688.327813000000,7,122,106,0
20414.995282000000,7,15,34,0
1168.42398100000,13,72,41,0
3122.7065779999998,12,114,132,0
7603.456756000000,13,103,83,0
4140.212399000000,16,143,124,0
1754.27348200000,18,63,95,0
11056.760656000000,10,160,74,0
3462.083064000000,15,26,59,0
13249.087761000001,16,98,84,0
1034.3308509999999,8,45,88,0
8466.447539000001,8,58,85,0
2331.0379699999999,14,86,31,0
2571.713899000000,14,50,103,0
3043.277269000000,8,24,115,0
10471.02397300000,19,21,79,0
1676.3246079999999,8,159,140,0
92216.60152400000,4,3,4,1
9511.953664000001,13,107,142,0
7170.388195000000,12,149,82,0
16278.689387000000,13,56,115,0
13692.291515999999,8,176,135,0
3957.7498479999999,18,174,123,0
14856.040101000001,14,83,104,0
1695.1032940000000,15,103,109,0
3032.1268430000000,20,20,11,0
3588.1904300000001,7,90,41,0
6825.95306100000,5,79,59,0
4932.055711000000,18,65,115,0
1306.7569810000000,5,65,88,0
18032.40036100000,20,39,148,0
14379.755453000000,8,33,66,0
2102.709065000000,22,174,57,0
4553.720755000000,7,48,136,0
4258.3037899999999,13,114,127,0
2893.3133290000001,12,145,121,0
17262.4981250000,17,188,38,0
212.35091399999999,7,73,30,0
2314.166283000000,16,29,38,0
1749.5694430000001,11,20,14,0
11289.365593000000,12,129,125,0
15486.139048999999,10,121,49,0
5213.046855000000,9,36,109,0
6581.183493000000,14,126,46,0
4658.83045700000,22,195,11,0
21235.99779000000,18,62,109,0
3915.1170600000000,12,145,8,0
1014.4127400000000,12,125,63,0
108060.61188400000,19,0,0,1
3254.4347250000001,9,125,112,0
12704.22594900000,16,45,122,0
13851.53549500000,6,28,113,0
2704.5226210000001,10,31,61,0
8653.871123999999,17,6,37,0
297.92913499999997,14,157,139,0
1544.1861930000000,18,20,73,0
1192.1074380000000,9,12,63,0
993.3290540000000,9,114,139,0
52176.36640400000,10,132,116,0
6998.787233000000,8,83,90,0
2865.7887830000000,8,47,135,0
2401.9869440000002,17,142,24,0
113117.80377300001,13,119,10,0
3073.623240000000,15,16,113,0
3504.812845000000,15,71,90,0
439.7517700000000,18,152,94,0
500000.0,0,5,2,1
10068.763639000001,16,131,26,0
5650.754336000000,1,168,81,0
26856.023992999999,12,193,46,0
3698.9995560000002,9,74,10,0
167441.7979990000,1,6,2,1
1681.3363820000000,9,21,117,0
22331.487673000000,8,126,61,0
94255.33711399999,4,1,2,1
4441.372258000000,14,12,50,0
2534.246371000000,10,102,49,0
5848.892352000000,7,30,5,0
3105.4049009999999,13,190,63,0
10754.105156000000,10,107,36,0
30650.577289000001,22,0,4,1
12292.375074000000,16,52,71,0
13684.089591000000,10,22,89,0
391.8960710000000,19,42,35,0
2891.9464549999998,8,83,141,0
1179.3152190000001,11,42,78,0
901.6140890000000,12,138,128,0
29789.577953000000,8,10,113,0
56453.73870100000,0,7,3,1
3140.8294740000001,23,194,52,0
6604.000798000000,14,86,66,0
46665.52621500000,9,5,1,1
3598.91051500000,11,125,93,0
3723.0942829999999,15,125,113,0
9088.726379000000,10,182,85,0
15391.450827000001,16,59,100,0
3559.0762810000001,8,27,126,0
3712.4612999999999,22,155,13,0
942.8164430000000,19,30,87,0
4119.2755690000004,11,138,143,0
379.0417280000000,11,126,120,0
16317.607709000000,9,122,67,0
6598.738718000000,18,73,10,0
6716.9281369999999,19,172,145,0
5466.775862000000,12,56,149,0
13108.064582999999,14,82,128,0
1549.9459090000000,13,70,31,0
442.44530099999997,9,38,96,0
1007.3084640000000,16,175,98,0
1326.2329259999999,10,54,71,0
46693.122586999998,5,7,1,1
16898.611957000001,7,43,36,0
2009.8164440000000,9,71,148,0
149.80958899999999,12,6,53,0
1483.2065820000000,22,44,99,0
6798.011997000000,16,29,23,0
2407.5049890000000,21,104,122,0
5449.793745000000,10,134,94,0
2693.4749330000000,17,72,90,0
1858.682182000000,13,30,63,0
2003.7551229999999,19,132,80,0
4605.605371000000,11,166,36,0
5550.63566100000,18,7,106,0
424.0783210000000,12,129,45,0
1178.9741899999999,16,111,133,0
27384.80632700000,17,146,139,0
407.41146300000003,14,123,20,0
3926.4421299999999,6,67,79,0
7856.9747829999997,18,185,96,0
6349.873675000000,14,94,122,0
407.32845600000002,12,62,129,0
1495.4277279999999,6,73,45,0
328.26628899999997,14,39,130,0
748.6395990000000,20,132,88,0
20453.63324400000,11,145,24,0
3773.2304490000001,10,75,125,0
28090.01718700000,22,101,109,0
31374.69062000000,8,126,3,0
9124.370725000001,7,170,142,0
4024.80078200000,14,25,38,0
13111.219272000000,14,136,41,0
1498.8811599999999,3,163,63,0
5789.777502000000,9,145,134,0
309077.8362670000,3,0,4,1
5592.178050000000,14,164,126,0
3998.003414000000,16,162,144,0
139135.64206600000,15,5,3,1
42328.93460600000,1,7,1,1
100151.05604600000,0,4,2,1
9712.280262000000,11,82,106,0
2179.2397400000000,11,195,116,0
1635.38753200000,6,158,141,0
8712.705776999999,16,148,12,0
343.52488299999999,16,38,103,0
4784.549730000000,17,159,92,0
2783.3006409999998,10,101,78,0
396.3014040000000,8,97,146,0
8047.40688700000,17,156,131,0
55103.88068800000,17,7,2,1
126569.42214000000,3,7,2,1
24394.80651100000,14,83,39,0
1571.8446670000001,11,58,29,0
623.0999720000000,12,163,148,0
7479.594047000000,10,184,82,0
19868.129279000001,10,127,44,0
101824.89267700000,3,7,2,1
27368.782192999999,15,156,25,0
30995.175007000,12,84,46,0
51128.00113700000,2,1,1,1
532.2902890000000,19,92,39,0
13068.825570999999,8,93,27,0
1364.496199000000,23,85,55,0
4123.186624000000,7,92,25,0
25021.43244300000,13,154,99,0
418726.65695600002,2,2,0,1
3837.23404800000,8,123,56,0
9307.299706000000,15,169,139,0
216826.18049100001,1,7,0,1
5304.816133000000,12,77,43,0
4294.997878000000,13,92,136,0
5690.25599100000,13,133,126,0
79043.78950600000,13,2,4,1
1253.5130620000000,9,193,103,0
1963.2385780000000,14,165,142,0
3509.798657000000,8,178,148,0
3666.459913000000,21,127,96,0
2234.8905169999998,10,143,56,0
59006.65794500000,9,145,46,0
227402.5911120000,4,4,3,1
2876.2844709999999,12,95,73,0
13078.34507300000,17,64,42,0
1005.534204000000,16,11,65,0
5354.508657000000,16,178,15,0
43484.15439800000,12,182,107,0
777.5618350000000,23,28,85,0
11523.676590999999,16,174,127,0
8265.296474999999,16,24,118,0
5319.408172000000,4,128,17,0
5924.554560000000,11,17,57,0
1491.731167000000,18,196,25,0
15682.222796000000,9,134,46,0
500000.0,11,5,2,1
906.763994000000,20,44,135,0
6033.940422000000,15,50,101,0
43760.52519100000,19,91,113,0
64296.03481400000,8,127,62,0
8166.9164030000002,14,78,143,0
2608.3845030000002,13,83,118,0
536.8809580000000,10,101,88,0
42531.331640999997,3,6,3,1
4471.577513000000,13,86,131,0
1559.4482250000001,9,59,15,0
17540.22141000000,13,141,123,0
17625.95729500000,20,120,30,0
4906.930666000000,10,13,29,0
1326.0487680000001,8,26,134,0
22088.57167000000,17,94,129,0
943.1629750000000,11,16,12,0
4425.230319000000,12,105,129,0
2075.213290000000,7,16,45,0
2031.893947000000,17,59,32,0
8434.953700000000,11,103,84,0
597.6783540000000,8,131,32,0
21526.70240400000,17,132,53,0
12466.625088000001,13,98,10,0
2707.230863000000,10,87,83,0
4712.95415500000,7,174,129,0
431820.0671680000,5,1,4,1
215565.88245599999,0,5,2,1
4468.066411000000,12,132,111,0
148912.24826399999,14,10,105,0
14411.834951000001,20,148,40,0
46358.80086500000,11,155,90,0
5265.6436070000000,8,166,71,0
5665.267857000000,12,19,76,0
955.8824790000000,16,73,82,0
13717.395207000000,12,23,127,0
8345.818050000000,12,179,91,0
2028.8981190000000,18,60,87,0
719.1636810000000,6,13,7,0
886.5231659999999,18,14,122,0
97635.18192500000,22,3,0,1
820.0242600000000,7,91,51,0
18939.63588900000,10,180,49,0
4226.159106000000,10,155,45,0
158426.0249680000,22,3,3,1
477.33271600000000,12,193,64,0
691.7727390000000,9,199,42,0
381.7321720000000,6,20,146,0
10475.542065000000,15,113,116,0
1219.1369139999999,6,82,63,0
3631.685736000000,9,12,71,0
15626.152676000000,19,95,58,0
3430.7724079999998,19,81,139,0
3861.1449020000000,13,187,118,0
3188.3434269999998,16,50,18,0
4596.498311000000,17,63,126,0
24620.442118999999,7,76,123,0
3078.4004540000001,22,149,34,0
440.5248480000000,10,7,31,0
3131.9151080000001,12,85,33,0
53916.7024830000,15,169,31,0
811.9413760000000,10,86,112,0
25993.24156100000,8,38,82,0
5027.021093000000,14,146,147,0
1261.0689520000001,10,162,85,0
1388.302642000000,12,116,32,0
12976.108617000000,20,181,37,0
12063.462356000000,16,138,23,0
1317.0609990000000,14,87,37,0
11567.535757000000,8,117,112,0
23378.41522000000,20,58,99,0
62493.64020100000,18,55,117,0
34657.22898100000,5,3,4,1
4704.152306000000,16,88,59,0
5303.573271000000,13,72,23,0
52485.72627500000,1,4,4,1
18019.851038000001,7,144,14,0
5801.795706000000,7,24,4,0
2499.225549000000,18,18,119,0
3185.2385930000000,14,173,95,0
268.1383870000000,17,179,87,0
2732.6103130000001,7,83,128,0
470.54738400000002,12,22,66,0
1035.0652940000000,15,193,143,0
13255.948333000000,9,45,74,0
4202.791638000000,13,71,110,0
7583.277558000000,19,70,13,0
1434.9251870000001,12,101,74,0
2303.803964000000,8,132,98,0
1908.1415710000001,18,70,83,0
5547.546089000000,11,159,56,0
125463.26104500001,8,3,0,1
1292.3946550000001,5,113,26,0
2969.452734000000,7,147,13,0
5582.653630000000,13,51,142,0
6985.099992000000,8,187,16,0
90281.94815000000,5,3,1,1
629.238017000000,11,188,148,0
1620.8560560000001,11,141,12,0
1298.3259220000000,6,95,140,0
135182.51847200000,0,2,0,1
3169.6610230000001,9,110,40,0
3379.753622000000,17,84,116,0
23011.071205000000,19,118,128,0
506.96131900000000,10,133,123,0
2272.7233099999999,19,120,100,0
6001.662256000000,10,121,136,0
8336.717166000000,11,88,91,0
15051.310331000001,9,151,139,0
5091.409882000000,11,133,14,0
15558.877622000000,13,118,16,0
725.2065160000000,9,181,81,0
8791.078078000000,10,90,119,0
21214.75746600000,9,130,19,0
2300.9403229999998,11,42,6,0
14582.640072000000,12,197,3,0
24945.576926999998,15,13,45,0
2773.2677829999998,11,146,22,0
6857.258575000000,12,136,56,0
4294.516966000000,16,149,44,0
19606.96420400000,11,99,56,0
7498.167297000000,11,93,4,0
992.5188200000000,7,69,26,0
61784.22491600000,18,2,0,1
21733.871927000000,14,43,113,0
111875.08132000000,2,3,1,1
17163.734376000000,16,143,117,0
6863.812755000000,15,119,46,0
3689.92986700000,10,163,72,0
16907.713784000000,20,97,16,0
1072.0767010000000,11,141,101,0
1019.0513390000000,19,52,14,0
6645.9859230000002,17,84,64,0
4558.833842000000,12,60,135,0
7084.976634000000,15,121,26,0
22169.756769000000,6,99,59,0
921.1652430000000,7,54,16,0
105.21283200000001,20,41,99,0
59631.06476800000,1,2,4,1
5008.750331000000,9,81,50,0
3673.3589840000000,19,82,66,0
7109.676227000000,18,165,92,0
3979.7517210000001,10,55,111,0
1129.3500010000000,17,182,70,0
217363.32466700001,12,25,78,0
618.468206000000,16,187,137,0
1464.6952229999999,9,11,69,0
20763.688258999999,13,174,129,0
4365.094057000000,13,49,69,0
10208.395461000000,5,193,51,0
12344.073383000001,8,8,142,0
6594.21818700000,13,31,29,0
2282.5144399999999,18,115,111,0
14384.637472000000,9,93,72,0
26171.756210000000,7,175,51,0
755.7364050000000,22,104,37,0
7998.81520900000,8,101,31,0
7515.9170139999997,13,155,18,0
6427.36120700000,15,16,89,0
3381.760022000000,14,138,103,0
2137.863915000000,10,130,68,0
2412.073748000000,0,172,86,0
4245.132730000000,9,58,110,0
3367.2113770000001,17,95,23,0
22910.57704500000,12,14,17,0
24937.846636999999,12,133,56,0
7012.870048000000,12,171,90,0
1842.923533000000,17,36,19,0
11752.414017999999,16,30,48,0
586.8280440000000,11,96,102,0
8777.514814000000,12,171,104,0
7107.0077510000,15,152,31,0
1484.0999019999999,12,95,17,0
2322.936632000000,11,14,129,0
20366.261394000001,17,191,39,0
38934.49819700000,10,23,64,0
13249.879446999999,15,140,40,0
1808.4768300000001,15,39,60,0
4609.335936000000,9,118,125,0
5517.7003839999998,21,47,91,0
5087.25559100000,17,152,114,0
3107.9268250000000,6,71,41,0
36725.468226999998,7,110,74,0
4604.761520000000,13,40,6,0
4017.4133820000002,9,172,130,0
2338.605874000000,13,23,136,0
2761.943990000000,8,16,85,0
10796.309056000000,18,106,124,0
27179.945122000001,14,193,84,0
7221.338896000000,16,118,11,0
4802.476939000000,11,197,92,0
28804.82199300000,23,25,19,0
4200.912900000000,8,12,37,0
1546.8504120000000,7,10,138,0
113668.97226500000,7,3,2,1
90405.44561000000,16,126,85,0
568.011868000000,15,67,129,0
7213.6738470000000,13,143,93,0
323.9103480000000,9,194,23,0
5000.533447000000,14,11,136,0
238892.51598699999,10,2,2,1
34172.55159600000,8,5,92,0
74064.05474300000,12,7,3,1
13565.511828000001,11,185,58,0
9096.782073000000,12,60,49,0
500000.0,14,7,4,1
3517.289784000000,18,146,61,0
5465.834879000000,14,162,8,0
699.8514400000000,23,176,101,0
1846.463853000000,9,183,111,0
5336.988660000000,9,90,104,0
7478.229311000000,13,168,66,0
3140.4870529999998,16,7,47,0
12812.876048000000,17,57,39,0
6120.618215000000,6,20,97,0
41072.70127600000,11,45,95,0
5137.945439000000,11,119,148,0
23031.48003000000,21,16,130,0
8579.24750900000,14,56,123,0
43095.23097300000,8,158,135,0
9648.60203200000,18,157,89,0
491.6134280000000,7,136,117,0
3399.053174000000,12,45,59,0
1608.56828400000,10,13,99,0
11638.814956000000,12,127,100,0
2022.1998690000000,11,83,21,0
3149.7402999999999,19,20,3,0
11103.00787700000,13,56,43,0
8811.375357999999,6,123,6,0
1616.3719910000000,13,194,21,0
23848.980954999999,10,13,123,0
19380.71612000000,8,116,14,0
6331.047357000000,8,179,49,0
6101.964586000000,19,124,15,0
3386.9323939999999,16,169,41,0
113461.25767900000,3,0,3,1
12641.349595000000,11,192,35,0
2436.946117000000,6,139,129,0
12711.103381000001,16,107,101,0
17888.08948200000,10,160,25,0
21107.35925200000,15,138,142,0
2282.936736000000,7,25,79,0
17567.589692000001,14,28,129,0
34852.96755300000,13,164,105,0
773.3580449999999,9,195,67,0
5605.4794590000001,14,131,53,0
10568.797655000000,14,81,84,0
586.2369040000000,8,142,97,0
4962.4710809999997,15,25,88,0
35600.77394300000,6,92,3,0
13458.782929000001,17,62,143,0
282903.0399490000,20,62,142,0
2441.7849930000002,17,115,108,0
24178.94363100000,17,71,30,0
12645.593432000000,0,190,143,0
57227.24969600000,17,55,49,0
1916.3840650000000,19,149,135,0
1335.5258819999999,12,185,128,0
1689.7122030000000,21,165,90,0
10628.212615000000,13,181,10,0
7726.9777740000000,14,22,50,0
17701.91337100000,15,139,44,0
4774.12157400000,23,65,55,0
10726.493581000001,9,28,33,0
8562.175221000000,5,108,141,0
671.9364580000000,17,41,29,0
51880.96807200000,12,76,73,0
46975.606161000003,5,2,2,1
8285.430037000000,10,47,72,0
6161.823876000000,12,103,120,0
4507.523576000000,18,58,76,0
2723.702906000000,17,154,142,0
9433.592149000000,8,56,106,0
36763.79956500000,4,6,4,1
3120.4906280000000,14,123,36,0
24061.782617000001,10,46,67,0
1675.504690000000,13,125,33,0
10937.510166000000,15,32,125,0
1396.6017569999999,12,110,103,0
167989.70929699999,6,77,136,0
14335.311666000000,14,67,31,0
12823.609756000000,14,58,50,0
1847.5702240000001,17,6,82,0
1956.8984459999999,8,55,106,0
9870.696346999999,14,179,52,0
25379.907182999999,13,19,17,0
3181.7382020000000,8,196,115,0
20420.032701000000,8,94,27,0
10248.575338000001,16,23,102,0
1872.5094730000001,15,149,45,0
3769.988203000000,17,141,47,0
13476.841613000001,12,122,96,0
780.9174230000000,11,164,127,0
126778.36981000000,20,4,3,1
4357.714023000000,9,186,31,0
68199.99489000000,22,180,109,0
70430.11948900000,9,49,90,0
5122.148270000000,15,90,81,0
4692.01720900000,10,28,136,0
11516.52526500000,14,199,16,0
4788.736809000000,9,49,109,0
3122.066819000000,11,170,146,0
11491.35091400000,0,129,34,0
2441.092928000000,6,26,79,0
14960.660273000000,16,150,137,0
829.2356320000000,15,32,60,0
10335.557240000000,14,188,57,0
9335.35271300000,15,151,90,0
50826.374242999998,15,2,2,1
2629.1492189999999,12,46,128,0
9368.946012000000,20,46,7,0
3227.0275489999999,11,137,39,0
2371.344435000000,21,101,56,0
19944.257019000001,18,191,112,0
233591.65435200001,6,6,3,1
3266.6680910000000,19,185,61,0
7561.564006000000,14,159,80,0
1465.5695080000000,22,172,5,0
8273.115965000001,15,185,29,0
4529.103567000000,11,86,92,0
9796.61093000000,19,82,4,0
1622.7620620000000,11,33,123,0
4790.380641000000,18,169,83,0
11746.998330000000,7,176,83,0
7060.1670299999996,20,166,38,0
4848.733700000000,14,148,5,0
4891.426997000000,15,194,6,0
33142.950339000003,17,153,40,0
25947.32183800000,13,53,56,0
3670.592059000000,11,167,149,0
3300.61955500000,10,160,145,0
3024.296483000000,9,9,48,0
1465.6619020000001,11,46,149,0
11326.083748999999,18,10,114,0
8942.319157000000,8,166,60,0
2143.3521689999998,14,26,124,0
19734.8686430000,12,19,39,0
881.6739910000000,12,12,10,0
4100.728486000000,18,118,22,0
12141.360647000000,11,41,39,0
1381.3896769999999,7,108,137,0
11650.73759500000,7,160,149,0
622.529708000000,7,187,54,0
7650.144204000000,17,73,82,0
31657.1052620000,9,190,59,0
16277.599641999999,17,101,27,0
5496.0778860000000,17,14,9,0
983.7136480000000,19,45,102,0
130795.24491800000,9,6,2,1
4031.182565000000,16,158,53,0
2521.621697000000,8,198,140,0
4232.940451000000,17,129,132,0
4672.7526160000,13,116,83,0
82031.23284400000,5,1,4,1
1985.4304410000000,10,38,88,0
4446.4876320000003,19,54,86,0
13833.779791000001,16,57,59,0
6144.629626000000,6,13,48,0
5778.312984000000,14,83,125,0
6945.196550000000,1,169,14,0
1350.5576440000000,8,89,72,0
2228.653499000000,17,194,140,0
5532.406449000000,18,182,6,0
9906.121878000000,12,184,63,0
637.6039510000001,17,78,90,0
5629.590672000000,8,177,63,0
76257.1880210000,2,5,0,1
409.25866300000001,20,76,131,0
521.8198609999999,10,165,105,0
4039.5421550000001,21,181,74,0
1915.3907079999999,15,74,49,0
15703.447114000001,10,133,6,0
45538.66077400000,14,47,105,0
3974.4307079999999,17,91,87,0
18741.25244500000,11,126,145,0
12779.174074000000,8,19,14,0
2534.547059000000,10,73,11,0
17874.331124000000,0,79,84,0
178329.67291200001,0,5,2,1
11558.708778000000,11,5,120,0
3025.2718329999998,7,170,98,0
41386.318724999997,12,155,16,0
9688.929783000000,18,104,132,0
1266.7124120000001,14,161,23,0
830.5624100000000,15,18,137,0
184163.40507899999,22,1,4,1
251.43585999999999,7,72,3,0
230.29394700000000,18,169,127,0
8312.72469500000,13,43,67,0
854.5228120000000,8,90,128,0
20426.38611200000,7,26,127,0
1422.68034700000,22,197,46,0
2271.286937000000,9,160,65,0
1179.9695320000001,8,126,14,0
57669.745508000000,0,24,108,0
10781.922753999999,16,129,146,0
84083.15946200000,5,4,0,1
185835.32744400000,0,0,1,1
22271.873597999998,8,123,46,0
5867.788326000000,18,144,76,0
68529.29482500000,12,42,27,0
149815.8858590000,8,4,3,1
8218.521600000000,11,33,92,0
6929.4371369999999,12,25,99,0
15169.51987200000,7,164,52,0
2211.625145000000,9,70,98,0
5751.858066000000,12,25,99,0
14925.20467000000,11,113,12,0
7118.201348000000,12,147,80,0
3957.8728130000000,20,124,11,0
5075.919688000000,6,193,98,0
25748.919589000001,17,108,74,0
15717.40340900000,11,103,111,0
742.9924740000000,16,121,66,0
10358.916133999999,8,89,118,0
3307.3143679999998,13,155,40,0
7794.002169000000,16,55,75,0
65488.04022900000,15,134,7,0
11004.428241000000,8,24,60,0
164180.9205790000,4,7,2,1
2418.1187359999999,16,128,59,0
2681.217116000000,13,141,41,0
18671.450777999999,23,129,43,0
89314.4213920000,23,6,4,1
1817.12215100000,14,168,78,0
500000.0,1,7,0,1
3267.6386920000000,17,84,90,0
1208.0875940000001,14,181,24,0
5733.580445000000,0,8,64,0
29713.81046300000,17,98,72,0
6537.805487000000,14,171,9,0
219421.76865200000,12,2,0,1
7876.408777000000,9,17,72,0
34763.46096000000,12,28,14,0
2157.873652000000,8,64,9,0
7226.364334000000,13,118,46,0
3298.960641000000,11,30,70,0
5027.2055270000001,14,32,72,0
1498.9250780000000,20,119,131,0
5649.799210000000,17,107,41,0
769.7572340000000,16,11,69,0
4299.442752000000,4,141,40,0
3173.482473000000,19,124,147,0
4796.017033000000,9,121,37,0
3049.656888000000,8,108,104,0
6488.07090500000,19,163,14,0
71526.7862910000,17,0,2,1
182237.76905599999,4,0,2,1
5919.258237000000,12,62,146,0
20234.748350000002,8,141,87,0
3621.887941000000,16,116,54,0
5614.418434000000,7,21,74,0
3073.2125970000002,18,71,39,0
9171.77413900000,13,24,128,0
18084.42394100000,0,187,26,0
16496.69540400000,16,90,67,0
92809.50942800000,13,167,34,0
3700.322961000000,22,101,64,0
2755.1404900000002,11,175,75,0
10661.094331000000,7,107,32,0
3718.835080000000,18,178,109,0
3389.6616210000002,13,95,72,0
83411.13652600000,14,89,21,0
4229.588847000000,11,139,78,0
14061.660703000000,18,114,18,0
8943.634071000000,15,89,51,0
19656.333927000000,11,62,95,0
3838.55146900000,17,72,130,0
1512.0337430000000,10,146,115,0
49729.84630300000,10,53,127,0
1969.974243000000,8,91,131,0
2920.600463000000,15,77,30,0
3681.703513000000,12,97,100,0
10056.019972000000,16,102,118,0
9166.926396000001,11,112,112,0
1349.4373619999999,16,117,99,0
24588.564386999999,3,4,4,1
3872.2733380000000,9,115,145,0
2426.5268879999999,12,172,133,0
3883.327463000000,18,125,106,0
3185.700005000000,23,168,79,0
15234.931832000000,20,180,109,0
3391.233870000000,10,19,117,0
2735.3758969999999,13,74,21,0
6590.241937000000,16,131,124,0
5809.460259000000,13,98,101,0
20037.14094700000,11,186,144,0
9846.69909800000,9,99,146,0
16840.734485000001,19,112,26,0
318.7006350000000,6,119,107,0
10178.93841300000,6,153,127,0
2432.283092000000,11,68,103,0
5166.783912000000,10,104,46,0
3060.772571000000,12,20,108,0
101087.75685600001,5,1,1,1
569.2192380000000,8,131,101,0
1843.633520000000,10,52,44,0
2376.339158000000,10,49,54,0
7074.89479600000,9,160,140,0
13799.65776600000,10,198,107,0
22833.11096200000,17,2,2,1
354554.28341099998,13,7,0,1
7815.806808000000,10,99,63,0
1852.6504669999999,14,161,36,0
823.5240710000000,7,65,99,0
710.6067399999999,20,137,42,0
